symbol,shortName,sector,price,marketCap,volume
AACB,Artius II Acquisition Inc.,Financial Services,10.39,287543264,24619
AACBU,Artius II Acquisition Inc.,Financial Services,10.67,268617248,72
AACG,ATA Creativity Global,Consumer Defensive,1.12,35585156,20906
AAL,"American Airlines Group, Inc.",Industrials,13.3,8782004224,56013129
AAME,Atlantic American Corporation,Financial Services,2.71,55276488,25298
AAOI,"Applied Optoelectronics, Inc.",Technology,43.61,2977686016,5355870
AAON,"AAON, Inc.",Industrials,91.06,7433596928,1033650
AAPG,Ascentage Pharma Group Internat,Healthcare,24.18,2262046464,4665
AAPL,Apple Inc.,Technology,259.48,3813817974784,46590713
AARD,"Aardvark Therapeutics, Inc.",Healthcare,12.99,282834784,203042
ABAT,American Battery Technology Com,Industrials,4.04,525078624,7086703
ABCL,AbCellera Biologics Inc.,Healthcare,3.62,1083592832,4405311
ABEO,Abeona Therapeutics Inc.,Healthcare,5.09,275834016,1682400
ABLV,Able View Global Inc.,Consumer Cyclical,0.7103,35081664,371316
ABNB,"Airbnb, Inc.",Consumer Cyclical,129.37,79204925440,4727744
ABOS,"Acumen Pharmaceuticals, Inc.",Healthcare,2.6,157490896,537759
ABP,"Abpro Holdings, Inc",Healthcare,1.93,5242416,83809
ABSI,Absci Corporation,Healthcare,2.99,449610880,4022698
ABTC,American Bitcoin Corp.,Financial Services,1.51,1400683520,11892588
ABTS,Abits Group Inc,Financial Services,3.9,9242985,14204
ABUS,Arbutus Biopharma Corporation,Healthcare,4.13,794298240,1287575
ABVC,"ABVC Biopharma, Inc.",Healthcare,2.02,49088196,64639
ABVE,Above Food Ingredients Inc.,Consumer Defensive,2.01,102895616,1955642
ABVX,Abivax SA,Healthcare,111.15,8719067136,1660385
ACAD,ACADIA Pharmaceuticals Inc.,Healthcare,25.13,4251539200,1427509
ACB,Aurora Cannabis Inc.,Healthcare,4.06,229695696,1644196
ACCL,Acco Group Holdings Limited,Industrials,1.3,18134870,533003
ACDC,ProFrac Holding Corp.,Energy,5.21,942338880,1272390
ACET,"Adicet Bio, Inc.",Healthcare,7.99,76704000,165770
ACFN,"Acorn Energy, Inc.",Technology,17.72,44381972,46070
ACGL,Arch Capital Group Ltd.,Financial Services,96.04,35844075520,2225157
ACGLO,Arch Capital Group Ltd. - Depos,Financial Services,21.18,12349826048,28667
ACHC,"Acadia Healthcare Company, Inc.",Healthcare,13.44,1215570816,3260354
ACHV,"Achieve Life Sciences, Inc.",Healthcare,4.18,222518064,700621
ACIC,American Coastal Insurance Corp,Financial Services,11.05,538856640,155900
ACIU,AC Immune SA,Healthcare,3.19,320914016,692627
ACIW,"ACI Worldwide, Inc.",Technology,43.36,4474408448,717519
ACLS,"Axcelis Technologies, Inc.",Technology,88.07,2730093568,555685
ACLX,"Arcellx, Inc.",Healthcare,68.31,3949880320,1050196
ACMR,"ACM Research, Inc.",Technology,58.12,3770619392,1399363
ACNB,ACNB Corporation,Financial Services,50.52,524640704,25852
ACNT,Ascent Industries Co.,Basic Materials,16.21,152049792,75483
ACOG,Alpha Cognition Inc.,Healthcare,4.84,105231784,87573
ACON,"Aclarion, Inc.",Healthcare,3.31,3489968,852278
ACRS,"Aclaris Therapeutics, Inc.",Healthcare,3.51,380291776,1903255
ACRV,"Acrivon Therapeutics, Inc.",Healthcare,1.79,56483676,1786693
ACT,"Enact Holdings, Inc.",Financial Services,39.77,5866298368,273170
ACTG,Acacia Research Corporation,Industrials,3.98,383912288,204272
ACTU,"Actuate Therapeutics, Inc.",Healthcare,4.71,109476072,74942
ACXP,"Acurx Pharmaceuticals, Inc.",Healthcare,2.365,5553287,64909
ADAG,Adagene Inc.,Healthcare,2.75,129611000,174529
ADAM,"Adamas Trust, Inc.",Real Estate,8.0,722508608,676344
ADBE,Adobe Inc.,Technology,293.25,122754449408,4283080
ADEA,Adeia Inc.,Technology,18.09,1981039360,963919
ADGM,"Adagio Medical Holdings, Inc",Healthcare,1.0,21179636,164190
ADI,"Analog Devices, Inc.",Technology,310.88,152223678464,3793862
ADIL,"Adial Pharmaceuticals, Inc",Healthcare,0.213,5916983,336236
ADMA,ADMA Biologics Inc,Healthcare,17.3,4128311296,2873219
ADP,"Automatic Data Processing, Inc.",Technology,246.82,99826040832,2334465
ADPT,Adaptive Biotechnologies Corpor,Healthcare,18.5,2824305920,2377285
ADSE,ADS-TEC ENERGY PLC,Industrials,12.07,725678976,25849
ADSK,"Autodesk, Inc.",Technology,252.87,53861310464,1641119
ADTN,"ADTRAN Holdings, Inc.",Technology,9.22,738669440,1443727
ADTX,"Aditxt, Inc.",Healthcare,0.8163,1449767,2753586
ADUR,Aduro Clean Technologies Inc.,Industrials,12.98,431961056,476400
ADUS,Addus HomeCare Corporation,Healthcare,103.48,1912649088,190434
ADV,Advantage Solutions Inc.,Communication Services,1.08,352373664,803426
ADVB,Advanced Biomed Inc.,Healthcare,0.3019,6533116,579516
ADXN,Addex Therapeutics Ltd,Healthcare,7.66,9437104,6198
AEAQ,Activate Energy Acquisition Cor,Unknown,9.91,310298624,82800
AEAQW,Activate Energy Acquisition Corp. Warrant,Unknown,0.28,3310300,0
AEBI,Aebi Schmidt Holding AG,Industrials,14.64,1132283776,198490
AEC,Anfield Energy Inc.,Energy,8.29,144422208,108749
AEHL,Antelope Enterprise Holdings Li,Industrials,0.8987,4648143,4373624
AEHR,Aehr Test Systems,Technology,25.64,785285056,901947
AEI,Alset Inc.,Real Estate,3.07,119439136,37362
AEIS,"Advanced Energy Industries, Inc",Industrials,255.36,9638687744,583921
AEMD,"Aethlon Medical, Inc.",Healthcare,2.5,2433032,123863
AENT,Alliance Entertainment Holding ,Communication Services,6.91,766715392,59106
AEP,American Electric Power Company,Utilities,119.775,64111439872,3392409
AERT,"Aeries Technology, Inc.",Industrials,0.5149,25154828,126668
AEVA,"Aeva Technologies, Inc.",Technology,12.77,767220480,2978591
AEYE,"AudioEye, Inc.",Technology,9.42,116983376,107821
AFBI,"Affinity Bancshares, Inc.",Financial Services,20.17,124400552,5091
AFCG,Advanced Flower Capital Inc.,Real Estate,2.3,51967444,334022
AFJK,"Aimei Health Technology Co., Lt",Financial Services,52.6,322003136,218732
AFRI,Forafric Global PLC,Consumer Defensive,10.02,269553952,16760
AFRM,"Affirm Holdings, Inc.",Financial Services,60.3,19903438848,5430840
AFYA,Afya Limited,Consumer Defensive,15.04,1365797632,103704
AGAE,Allied Gaming & Entertainment I,Communication Services,0.29,11024185,758370
AGCC,Agencia Comercial Spirits Ltd,Consumer Defensive,10.13,201348944,147078
AGEN,Agenus Inc.,Healthcare,2.84,102642368,682055
AGH,Aureus Greenway Holdings Inc.,Consumer Cyclical,3.32,49986904,58393
AGIO,"Agios Pharmaceuticals, Inc.",Healthcare,27.44,1600131072,1647490
AGMH,AGM Group Holdings Inc.,Technology,1.72,3954163,133213
AGNC,AGNC Investment Corp.,Real Estate,11.4,12626639872,20442198
AGNCM,AGNC Investment Corp. - Deposit,Real Estate,24.96,8873155584,15749
AGNCN,AGNC Investment Corp. - Deposit,Real Estate,25.58,8785476608,30181
AGPU,Axe Compute Inc.,Technology,2.86,9705458,133578
AGRZ,Agroz Inc.,Consumer Defensive,0.44,9536333,299663
AGYS,"Agilysys, Inc.",Technology,86.75,2438390528,222811
AHCO,AdaptHealth Corp.,Healthcare,10.05,1361014656,1071011
AHG,Akso Health Group,Healthcare,1.42,779865280,16034
AHMA,Ambitions Enterprise Management,Consumer Cyclical,30.34,901856512,1857403
AIFF,"Firefly Neuroscience, Inc.",Technology,0.8749,11804962,157477
AIFU,AIFU Inc.,Financial Services,2.05,237689360,26381
AIHS,Senmiao Technology Limited,Industrials,1.16,5286688,37786
AIIO,Robo.ai Inc.,Consumer Cyclical,0.2147,79513808,8734519
AIMD,"Ainos, Inc.",Technology,2.0,13965350,632231
AIOT,"PowerFleet, Inc.",Technology,5.11,683843840,1231432
AIP,"Arteris, Inc.",Technology,15.01,655693440,572473
AIRE,reAlpha Tech Corp.,Real Estate,0.3778,49393824,6084698
AIRG,"Airgain, Inc.",Technology,4.22,50463572,47555
AIRJ,AirJoule Technologies Corporati,Industrials,3.22,218176352,512714
AIRO,"AIRO Group Holdings, Inc.",Industrials,10.29,322116448,744965
AIRS,"AirSculpt Technologies, Inc.",Healthcare,2.97,185436912,1427421
AIRT,"Air T, Inc.",Industrials,22.53,60890480,1663
AIRTP,"Air T, Inc. - Trust Preferred S",Industrials,20.28,488526976,3824
AISP,"Airship AI Holdings, Inc",Technology,3.11,106286000,959208
AIXC,"AIxCrypto Holdings, Inc.",Technology,1.77,9133880,138385
AIXI,XIAO-I Corporation,Technology,0.226,3016974,310291
AKAM,"Akamai Technologies, Inc.",Technology,97.15,13976507392,3440640
AKAN,Akanda Corp.,Healthcare,1.28,2689953,1363185
AKBA,"Akebia Therapeutics, Inc.",Healthcare,1.41,374166048,3691198
AKTS,"Aktis Oncology, Inc.",Healthcare,20.25,1063576192,527480
AKTX,Akari Therapeutics Plc,Healthcare,0.2346,8384541,1179445
ALAB,"Astera Labs, Inc.",Technology,150.62,25440262144,5517418
ALAR,Alarum Technologies Ltd.,Technology,7.48,54607928,73998
ALBT,Avalon GloboCare Corp.,Real Estate,0.786,3342079,224881
ALCO,"Alico, Inc.",Consumer Defensive,41.31,316296064,26065
ALCY,Alchemy Investments Acquisition,Financial Services,11.67,49107872,51708
ALDF,Aldel Financial II Inc.,Financial Services,10.56,315408352,9739
ALDX,"Aldeyra Therapeutics, Inc.",Healthcare,5.36,322472480,1051918
ALEC,"Alector, Inc.",Healthcare,1.89,206296288,1420073
ALF,Centurion Acquisition Corp.,Financial Services,10.73,385609344,25260
ALGM,"Allegro MicroSystems, Inc.",Technology,36.91,6832743936,2196873
ALGN,"Align Technology, Inc.",Healthcare,163.03,11817452544,1193936
ALGS,"Aligos Therapeutics, Inc.",Healthcare,8.07,49659404,77755
ALGT,Allegiant Travel Company,Industrials,88.63,1623132160,397216
ALHC,"Alignment Healthcare, Inc.",Healthcare,22.53,4508067328,2729540
ALIS,Calisa Acquisition Corp,Financial Services,10.0,84275000,46312
ALKS,Alkermes plc,Healthcare,33.89,5595832320,2256052
ALKT,"Alkami Technology, Inc.",Technology,21.19,2225035008,1454621
ALLO,"Allogene Therapeutics, Inc.",Healthcare,1.84,413503488,3767995
ALLR,"Allarity Therapeutics, Inc.",Healthcare,1.0,16080980,166001
ALLT,Allot Ltd.,Technology,9.83,476023808,423944
ALM,Almonty Industries Inc.,Basic Materials,11.29,2895759360,3235927
ALMS,Alumis Inc.,Healthcare,24.51,3056174080,2918470
ALMU,"Aeluma, Inc.",Technology,15.79,281975680,368714
ALNT,Allient Inc.,Technology,61.01,1033722688,170175
ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,338.06,44662394880,1381855
ALOT,"AstroNova, Inc.",Technology,9.09,69433272,17183
ALPS,ALPS Group Inc,Unknown,0.9698,161375024,382421
ALRM,"Alarm.com Holdings, Inc.",Technology,48.78,2434367488,389281
ALRS,Alerus Financial Corporation,Financial Services,24.62,625502592,106000
ALT,"Altimmune, Inc.",Healthcare,5.6,701296512,4911059
ALTI,"AlTi Global, Inc.",Financial Services,4.69,692126976,141885
ALTO,"Alto Ingredients, Inc.",Basic Materials,2.5,193494256,1937514
ALTS,ALT5 Sigma Corporation,Technology,2.1,265018240,4212532
ALVO,Alvotech,Healthcare,5.37,1673298176,604654
ALXO,ALX Oncology Holdings Inc.,Healthcare,1.74,94339320,289900
ALZN,"Alzamend Neuro, Inc.",Healthcare,2.15,8173451,83277
AMAL,Amalgamated Financial Corp.,Financial Services,38.84,1162726656,191313
AMAT,"Applied Materials, Inc.",Technology,322.32,255832309760,7498898
AMBA,"Ambarella, Inc.",Technology,64.04,2756953344,983085
AMBR,Amber International Holding Lim,Technology,2.51,235144144,1679819
AMCI,AMC Robotics Corporation,Technology,5.09,115010512,4367822
AMCX,AMC Networks Inc.,Communication Services,7.71,335591392,408014
AMD,"Advanced Micro Devices, Inc.",Technology,236.73,385406271488,39513529
AMGN,Amgen Inc.,Healthcare,341.88,184095768576,2911690
AMIX,"Autonomix Medical, Inc.",Healthcare,0.398,2749255,8532675
AMKR,"Amkor Technology, Inc.",Technology,48.33,11946859520,3750027
AMLX,"Amylyx Pharmaceuticals, Inc.",Healthcare,14.29,1569321600,1646250
AMOD,"Alpha Modus Holdings, Inc.",Technology,1.045,49577048,2192514
AMPG,"Amplitech Group, Inc.",Technology,3.04,76551152,697214
AMPH,"Amphastar Pharmaceuticals, Inc.",Healthcare,26.49,1231654656,387685
AMPL,"Amplitude, Inc.",Technology,9.17,1225902208,1348465
AMRN,Amarin Corporation plc,Healthcare,14.92,310226848,93670
AMRX,"Amneal Pharmaceuticals, Inc.",Healthcare,13.68,4300484608,2442147
AMSC,American Superconductor Corpora,Industrials,29.92,1424309632,972591
AMSF,"AMERISAFE, Inc.",Financial Services,37.61,714238464,150113
AMST,Amesite Inc.,Technology,1.83,8368065,184514
AMTX,"Aemetis, Inc",Basic Materials,1.53,101286000,951836
AMWD,American Woodmark Corporation,Consumer Cyclical,59.39,865262976,183065
AMZN,"Amazon.com, Inc.",Consumer Cyclical,239.3,2558168662016,41512196
ANAB,"AnaptysBio, Inc.",Healthcare,47.41,1326199808,555277
ANDE,"The Andersons, Inc.",Consumer Defensive,61.99,2120706432,332313
ANEB,"Anebulo Pharmaceuticals, Inc.",Healthcare,1.05,42991060,66385
ANGH,Anghami Inc.,Communication Services,2.71,24565836,817688
ANGI,Angi Inc.,Communication Services,12.98,575561280,1070944
ANGO,"AngioDynamics, Inc.",Healthcare,10.36,427012096,592167
ANIK,Anika Therapeutics Inc.,Healthcare,9.23,133107848,156722
ANIP,"ANI Pharmaceuticals, Inc.",Healthcare,81.85,1838200960,475447
ANIX,"Anixa Biosciences, Inc.",Healthcare,3.04,101473688,312944
ANL,Adlai Nortye Ltd.,Healthcare,10.63,392249856,742711
ANNA,"AleAnna, Inc.",Energy,2.6713,108614736,13896
ANNX,"Annexon, Inc.",Healthcare,6.24,930108608,2869657
ANPA,Rich Sparkle Holdings Limited,Industrials,83.0,1037500032,97408
ANSC,Agriculture & Natural Solutions,Financial Services,11.22,466160032,152947
ANTA,Antalpha Platform Holding Compa,Financial Services,9.26,219253648,5845
ANTX,"AN2 Therapeutics, Inc.",Healthcare,1.13,30964286,88755
ANY,Sphere 3D Corp.,Financial Services,0.244,8229917,457245
AOSL,Alpha and Omega Semiconductor L,Technology,22.1,664358080,364544
AOUT,"American Outdoor Brands, Inc.",Consumer Cyclical,9.06,114670384,78650
APA,APA Corporation,Energy,26.41,9449140224,6297726
APAC,StoneBridge Acquisition II Corp,Financial Services,10.05,80906704,34823
APAD,A Paradise Acquisition Corp.,Financial Services,10.05,274030016,71727
APEI,"American Public Education, Inc.",Consumer Defensive,41.78,755592512,273973
APGE,"Apogee Therapeutics, Inc.",Healthcare,65.51,4475658752,946073
API,"Agora, Inc.",Technology,4.17,378323264,451993
APLD,Applied Digital Corporation,Technology,33.88,9472367616,31219019
APLM,Apollomics Inc.,Healthcare,18.3,39223268,34377
APLMW,Apollomics Inc. Warrant,Unknown,0.0147,40978720,0
APLS,"Apellis Pharmaceuticals, Inc.",Healthcare,22.58,2856939264,2929422
APLT,"Applied Therapeutics, Inc.",Healthcare,0.1028,14834109,15801690
APM,Aptorum Group Limited,Healthcare,0.9468,7710510,71032
APOG,"Apogee Enterprises, Inc.",Industrials,37.13,798700928,252186
APP,Applovin Corporation,Communication Services,473.11,160029409280,4560045
APPF,"AppFolio, Inc.",Technology,189.88,6820749312,270383
APPN,Appian Corporation,Technology,27.9,2065491712,898022
APPS,"Digital Turbine, Inc.",Technology,5.22,585417216,3191052
APRE,"Aprea Therapeutics, Inc.",Healthcare,0.796,5567095,1958216
APVO,Aptevo Therapeutics Inc.,Healthcare,7.27,11352737,182505
APWC,Asia Pacific Wire & Cable Corpo,Industrials,1.7,36047480,13906
APXT,Apex Treasury Corporation,Financial Services,9.98,458680768,199852
APYX,Apyx Medical Corporation,Healthcare,4.02,164939088,119977
AQB,"AquaBounty Technologies, Inc.",Consumer Defensive,0.91,3528702,42801
AQMS,"Aqua Metals, Inc.",Industrials,4.77,14220434,379986
AQST,"Aquestive Therapeutics, Inc.",Healthcare,2.95,359909184,3937331
ARAI,Arrive AI Inc.,Technology,1.86,63636904,877727
ARAY,Accuray Incorporated,Healthcare,0.8073,91500296,1031463
ARBB,ARB IOT Group Limited,Technology,5.81,10256137,84975
ARBE,Arbe Robotics Ltd.,Technology,1.23,150568128,4436424
ARBK,Argo Blockchain plc,Financial Services,4.06,1354570,129669
ARCB,ArcBest Corporation,Industrials,90.22,2030944384,378286
ARCC,Ares Capital Corporation,Financial Services,19.89,14257681408,4617901
ARCT,Arcturus Therapeutics Holdings ,Healthcare,7.47,212254672,726950
ARDX,"Ardelyx, Inc.",Healthcare,7.69,1868472448,4179057
AREB,"American Rebel Holdings, Inc.",Consumer Cyclical,0.2773,235953,3147344
AREC,American Resources Corporation,Basic Materials,3.16,325754912,6207913
ARGX,argenx SE,Healthcare,840.5,52013002752,342562
ARHS,"Arhaus, Inc.",Consumer Cyclical,10.18,1436026624,1279377
ARKO,ARKO Corp.,Consumer Cyclical,5.31,598661824,480196
ARKR,Ark Restaurants Corp.,Consumer Cyclical,6.56,23656396,9509
ARLP,"Alliance Resource Partners, L.P",Energy,23.82,3059155456,329181
ARM,Arm Holdings plc,Technology,105.36,111786811392,4973201
AROW,Arrow Financial Corporation,Financial Services,33.81,556017024,69250
ARQ,"Arq, Inc.",Industrials,3.56,151990224,447637
ARQQ,Arqit Quantum Inc.,Technology,20.32,318045760,384152
ARQT,"Arcutis Biotherapeutics, Inc.",Healthcare,25.37,3107627008,2026593
ARRY,"Array Technologies, Inc.",Technology,11.325,1729868416,6554981
ARTL,"Artelo Biosciences, Inc.",Healthcare,1.71,3452055,646652
ARTNA,Artesian Resources Corporation,Utilities,33.36,344866176,26281
ARTV,"Artiva Biotherapeutics, Inc.",Healthcare,3.89,95479680,1046616
ARTW,"Art's-Way Manufacturing Co., In",Industrials,2.56,13076695,25752
ARVN,"Arvinas, Inc.",Healthcare,13.38,982327360,1476814
ARWR,"Arrowhead Pharmaceuticals, Inc.",Healthcare,69.33,9706941440,2678613
ASBP,"Aspire Biopharma Holdings, Inc.",Healthcare,2.13,8520000,1356785
ASLE,AerSale Corporation,Industrials,7.49,353415744,381231
ASMB,"Assembly Biosciences, Inc.",Healthcare,25.775,407686784,129149
ASML,ASML Holding N.V. - New York Re,Technology,1423.0,552334131200,1650937
ASND,Ascendis Pharma A/S,Healthcare,226.1,13814293504,670262
ASNS,"Actelis Networks, Inc.",Technology,0.4652,3748764,1541984
ASO,"Academy Sports and Outdoors, In",Consumer Cyclical,55.01,3668138240,1659278
ASPC,A SPAC III Acquisition Corp.,Financial Services,14.05,32843014,336209
ASPI,ASP Isotopes Inc.,Basic Materials,6.34,793198208,6391567
ASPS,Altisource Portfolio Solutions ,Real Estate,5.37,59035356,21539
ASRT,"Assertio Holdings, Inc.",Healthcare,11.78,75589976,50856
ASRV,AmeriServ Financial Inc.,Financial Services,3.3,55952384,18983
ASST,"Strive, Inc.",Financial Services,0.8211,1024270336,102043922
ASTC,Astrotech Corporation,Technology,3.2,5628649,55772
ASTE,"Astec Industries, Inc.",Industrials,48.72,1114510976,191506
ASTH,Astrana Health Inc.,Healthcare,22.74,1140538624,573334
ASTI,"Ascent Solar Technologies, Inc",Technology,4.99,23513952,2479898
ASTL,Algoma Steel Group Inc.,Basic Materials,4.18,438623264,1320437
ASTS,"AST SpaceMobile, Inc.",Technology,111.21,40858697728,14348445
ASUR,Asure Software Inc,Technology,9.62,267088480,90777
ASYS,"Amtech Systems, Inc.",Technology,16.81,241978016,272963
ATAI,AtaiBeckley Inc.,Healthcare,3.76,1365686912,4031424
ATAT,Atour Lifestyle Holdings Limite,Consumer Cyclical,35.74,4938766336,1234460
ATCX,Atlas Critical Minerals Corpora,Unknown,7.1,35481868,224846
ATEC,"Alphatec Holdings, Inc.",Healthcare,14.83,2202999296,2788480
ATER,"Aterian, Inc.",Consumer Cyclical,0.6926,6944732,132675
ATEX,Anterix Inc.,Communication Services,26.265,492200640,255762
ATGL,Alpha Technology Group Limited,Technology,20.8,342420000,36275
ATHE,Alterity Therapeutics Limited,Healthcare,3.17,57458452,14914
ATHR,"Aether Holdings, Inc.",Technology,6.03,73069048,10600
ATII,Archimedes Tech SPAC Partners I,Financial Services,10.65,315133504,29824
ATIIU,Archimedes Tech SPAC Partners I,Financial Services,10.93,281611456,1109
ATLC,Atlanticus Holdings Corporation,Financial Services,51.63,781757184,73732
ATLN,Atlantic International Corp.,Industrials,3.46,245803808,191772
ATLO,Ames National Corporation,Financial Services,26.1,232085568,23765
ATLX,Atlas Lithium Corporation,Basic Materials,5.03,133568296,638781
ATNI,"ATN International, Inc.",Communication Services,24.19,369076320,54222
ATOM,Atomera Incorporated,Technology,2.93,92825424,518921
ATON,AlphaTON Capital Corp.,Financial Services,0.6329,8426803,6460929
ATOS,"Atossa Therapeutics, Inc.",Healthcare,0.565,4865458,1348377
ATPC,Agape ATP Corporation,Consumer Defensive,0.0706,3531906,38139368
ATRA,"Atara Biotherapeutics, Inc.",Healthcare,5.2,37493220,289685
ATRC,"AtriCure, Inc.",Healthcare,36.93,1836048384,518142
ATRO,Astronics Corporation,Industrials,75.75,2698905856,728513
ATXG,Addentax Group Corp.,Industrials,0.3333,3904725,61959
ATYR,"aTyr Pharma, Inc.",Healthcare,0.8828,86502600,2580147
AUBN,"Auburn National Bancorporation,",Financial Services,24.86,86853360,2013
AUDC,AudioCodes Ltd.,Technology,8.35,239454864,111262
AUGO,Aura Minerals Inc.,Basic Materials,63.69,5320312320,704403
AUID,authID Inc.,Technology,1.78,26824924,6849695
AUPH,Aurinia Pharmaceuticals Inc,Healthcare,14.53,1915643264,1480677
AUR,"Aurora Innovation, Inc.",Technology,4.2,8128558080,16588355
AURA,"Aura Biosciences, Inc.",Healthcare,5.6,355618304,194721
AURE,Aurelion Inc.,Financial Services,0.2867,99194856,560108
AUTL,Autolus Therapeutics plc,Healthcare,1.37,364616288,2925072
AUUD,Auddia Inc.,Technology,0.9496,2945111,221280
AVAH,Aveanna Healthcare Holdings Inc,Healthcare,8.4,1754855424,1216570
AVAV,"AeroVironment, Inc.",Industrials,278.39,13900627968,1260775
AVBH,"Avidbank Holdings, Inc.",Financial Services,29.1,318668352,53573
AVBP,"ArriVent BioPharma, Inc.",Healthcare,22.49,928417792,404488
AVDL,Avadel Pharmaceuticals plc,Healthcare,21.55,2115164160,1885013
AVGO,Broadcom Inc.,Technology,331.3,1570783887360,29914786
AVIR,"Atea Pharmaceuticals, Inc.",Healthcare,4.24,331257600,433170
AVNW,"Aviat Networks, Inc.",Technology,21.81,279985184,105963
AVO,"Mission Produce, Inc.",Consumer Defensive,13.46,953496576,635172
AVPT,"AvePoint, Inc.",Technology,11.63,2509629696,1989427
AVR,Anteris Technologies Global Cor,Healthcare,5.97,578192960,729370
AVT,"Avnet, Inc.",Technology,62.39,5107430400,981490
AVTX,"Avalo Therapeutics, Inc.",Healthcare,15.11,279727744,348622
AVX,Avax One Technology Ltd.,Financial Services,0.8108,75138624,458903
AVXL,Anavex Life Sciences Corp.,Healthcare,4.7,419936064,2714736
AWRE,"Aware, Inc.",Technology,1.81,38686388,28642
AXG,Solowin Holdings,Financial Services,2.84,533042432,800816
AXGN,"AxoGen, Inc.",Healthcare,34.85,1748397056,918600
AXIN,Axiom Intelligence Acquisition ,Financial Services,10.1201,343408768,25606
AXON,"Axon Enterprise, Inc.",Industrials,483.58,38414270464,897616
AXSM,"Axsome Therapeutics, Inc.",Healthcare,184.25,9288528896,656947
AXTI,AXT Inc,Technology,18.54,1024782976,5335621
AYTU,"Aytu BioPharma, Inc.",Healthcare,2.6,26489340,94295
AZ,A2Z Cust2Mate Solutions Corp.,Technology,6.79,284659232,484054
AZI,Autozi Internet Technology (Glo,Consumer Cyclical,2.265,8428555,5642488
AZN,Astrazeneca PLC,Healthcare,92.77,287639601152,6520980
AZTA,"Azenta, Inc.",Healthcare,38.88,1788074752,660006
BACC,Blue Acquisition Corp.,Financial Services,10.23,286052928,133259
BACQ,Inflection Point Acquisition Co,Financial Services,10.58,449826336,399285
BAER,Bridger Aerospace Group Holding,Industrials,2.88,159964144,642234
BAFN,BayFirst Financial Corp.,Financial Services,6.81,27989128,9290
BAND,Bandwidth Inc.,Technology,13.97,426386496,207616
BANF,BancFirst Corporation,Financial Services,109.95,3687616512,125791
BANL,CBL International Limited,Energy,0.3352,9200621,41808
BANR,Banner Corporation,Financial Services,61.84,2108611456,203478
BANX,StoneCastle Financial Corp,Financial Services,21.23,165813984,37847
BAOS,Baosheng Media Group Holdings L,Communication Services,3.36,5155876,41159
BATRA,"Atlanta Braves Holdings, Inc. -",Communication Services,44.02,2769884672,56704
BATRK,"Atlanta Braves Holdings, Inc. -",Communication Services,39.93,2545910272,339050
BAYA,Bayview Acquisition Corp,Financial Services,11.9,41248516,7893
BBCP,"Concrete Pumping Holdings, Inc.",Industrials,5.78,297522336,106418
BBCQ,Bleichroeder Acquisition Corp. ,Unknown,9.93,380649984,253900
BBGI,"Beasley Broadcast Group, Inc.",Communication Services,5.01,9038010,896042
BBIO,"BridgeBio Pharma, Inc.",Healthcare,77.27,14807017472,2311521
BBLG,Bone Biologics Corp,Healthcare,1.64,2944226,311295
BBNX,"Beta Bionics, Inc.",Healthcare,13.83,608860672,1028718
BBOT,BridgeBio Oncology Therapeutics,Healthcare,11.72,937467456,233355
BBSI,"Barrett Business Services, Inc.",Industrials,38.0,976203456,196724
BCAB,"BioAtla, Inc.",Healthcare,0.269,17226866,2041709
BCAL,California BanCorp,Financial Services,17.99,583203072,221073
BCAR,D. Boral ARC Acquisition I Corp,Financial Services,10.19,419827968,513485
BCAX,Bicara Therapeutics Inc.,Healthcare,16.8,920336768,601465
BCBP,"BCB Bancorp, Inc. (NJ)",Financial Services,7.89,135930544,87752
BCDA,"BioCardia, Inc.",Healthcare,1.23,13053663,77895
BCG,"Binah Capital Group, Inc.",Financial Services,2.28,37853612,728032
BCIC,BCP Investment Corporation,Financial Services,12.28,161996880,77224
BCML,BayCom Corp,Financial Services,29.18,317996736,19424
BCPC,Balchem Corporation,Basic Materials,170.17,5522899968,177449
BCRX,"BioCryst Pharmaceuticals, Inc.",Healthcare,6.58,1632097024,4385142
BCTX,BriaCell Therapeutics Corp.,Healthcare,4.3,26774234,391698
BCYC,Bicycle Therapeutics plc,Healthcare,6.42,445341888,295370
BDCI,BTC Development Corp.,Financial Services,10.1,350941376,119063
BDMD,Baird Medical Investment Holdin,Healthcare,1.0,36725900,146503
BDRX,Biodexa Pharmaceuticals plc,Healthcare,1.77,1484653,1108063
BDSX,"Biodesix, Inc.",Healthcare,10.17,81360000,1432891
BDTX,"Black Diamond Therapeutics, Inc",Healthcare,2.49,141867536,1229508
BEAG,Bold Eagle Acquisition Corp.,Financial Services,10.62,332597152,59945
BEAM,Beam Therapeutics Inc.,Healthcare,27.62,2802737920,1975606
BEAT,"Heartbeam, Inc.",Healthcare,1.45,49943168,13211836
BEEM,Beam Global,Technology,1.6,30446954,1436550
BEEP,Mobile Infrastructure Corporati,Industrials,3.19,134937008,65691
BELFA,Bel Fuse Inc.,Technology,183.75,2571593728,40183
BELFB,Bel Fuse Inc.,Technology,201.19,2547178752,161411
BENF,Beneficient,Financial Services,4.59,63929672,152177
BETR,Better Home & Finance Holding C,Financial Services,30.31,475765088,513026
BFC,Bank First Corporation,Financial Services,139.54,1565358336,59883
BFRG,"Bullfrog AI Holdings, Inc.",Healthcare,0.61,6959944,583668
